Date,Open,High,Low,Close,Adj Close,Volume
2019-08-23,8.412500,8.745000,8.245000,8.445000,8.215714,66399200
2019-08-26,8.712500,8.750000,8.312500,8.425000,8.196258,38613600
2019-08-27,8.565000,8.732500,8.455000,8.552500,8.320296,52060400
2019-08-28,8.502500,8.745000,8.375000,8.727500,8.490545,44195600
2019-08-29,8.897500,9.315000,8.837500,9.315000,9.062094,55866000
2019-08-30,9.400000,9.482500,8.977500,9.072500,8.826178,44445600
2019-09-02,9.125000,9.235000,9.020000,9.152500,8.904005,27328800
2019-09-03,9.070000,9.345000,8.945000,8.970000,8.726460,29592000
2019-09-04,9.165000,9.300000,9.087500,9.300000,9.047500,31424800
2019-09-05,9.375000,9.447500,9.162500,9.175000,8.925895,28631600
2019-09-06,9.245000,9.265000,8.962500,9.000000,8.755647,31526400
2019-09-09,9.022500,9.040000,8.377500,8.550000,8.317864,57427200
2019-09-10,8.250000,8.327500,7.907500,8.125000,7.904402,96050400
2019-09-11,8.425000,8.662500,8.287500,8.650000,8.415149,65658000
2019-09-12,8.750000,8.847500,8.470000,8.750000,8.512434,50517200
2019-09-13,8.805000,8.817500,8.512500,8.525000,8.293543,31115200
2019-09-16,8.450000,8.717500,8.192500,8.717500,8.480815,42700800
2019-09-17,8.535000,8.795000,8.457500,8.712500,8.475951,41455600
2019-09-18,8.625000,8.800000,8.612500,8.765000,8.527026,25575200
2019-09-19,8.850000,9.087500,8.850000,8.952500,8.709435,46304000
2019-09-20,8.985000,9.140000,8.862500,9.140000,8.891846,42718400
2019-09-23,9.145000,9.145000,8.935000,8.997500,8.753215,24673600
2019-09-24,9.025000,9.250000,8.992500,9.192500,8.942920,37714800
2019-09-25,9.137500,9.217500,8.937500,9.180000,8.930759,22660800
2019-09-26,9.202500,9.317500,9.127500,9.142500,8.894278,27740400
2019-09-27,9.140000,9.210000,9.037500,9.200000,8.950216,16346400
2019-09-30,9.187500,9.305000,9.135000,9.260000,9.008587,20688400
2019-10-01,9.287500,9.362500,9.177500,9.362500,9.108304,25854800
2019-10-02,9.287500,9.322500,9.067500,9.125000,8.877253,35486800
2019-10-03,9.140000,9.325000,9.012500,9.325000,9.071821,23190000
2019-10-04,9.350000,9.730000,9.325000,9.695000,9.431777,59760000
2019-10-07,9.650000,9.937500,9.540000,9.600000,9.339355,39637200
2019-10-08,9.660000,9.742500,9.465000,9.500000,9.259821,42653200
2019-10-09,9.575000,9.920000,9.570000,9.912500,9.661892,35893600
2019-10-10,9.925000,9.995000,9.700000,9.735000,9.488880,30410400
2019-10-11,9.870000,10.187500,9.840000,10.125000,9.869019,43940800
2019-10-14,10.000000,10.542500,9.975000,10.542500,10.275964,44124800
2019-10-15,10.550000,10.700000,10.307500,10.450000,10.185802,38353200
2019-10-16,10.402500,10.720000,10.242500,10.690000,10.419735,41211200
2019-10-17,10.675000,11.087500,10.650000,10.792500,10.519643,53416000
2019-10-18,10.860000,10.987500,10.587500,10.750000,10.478219,28584400
2019-10-21,10.837500,10.887500,10.605000,10.775000,10.502586,24721600
2019-10-22,10.797500,10.995000,10.792500,10.930000,10.653668,23985600
2019-10-23,10.897500,10.997500,10.730000,10.872500,10.597622,32365600
2019-10-24,10.872500,10.987500,10.790000,10.812500,10.539139,23944400
2019-10-25,10.845000,10.875000,10.500000,10.500000,10.234539,32608400
2019-10-28,10.550000,10.795000,10.512500,10.667500,10.397803,42348000
2019-10-29,10.795000,10.847500,10.157500,10.287500,10.027412,49930800
2019-10-30,10.715000,11.110000,10.562500,11.005000,10.726770,128373200
2019-10-31,10.837500,11.160000,10.642500,11.160000,10.877852,95930400
2019-11-01,11.237500,11.825000,11.227500,11.797500,11.499234,92438400
2019-11-04,12.035000,12.197500,11.192500,11.242500,10.958268,125373600
2019-11-05,11.330000,11.570000,10.880000,11.010000,10.731645,72748800
2019-11-06,11.125000,11.325000,10.872500,11.300000,11.014313,47176000
2019-11-07,11.402500,11.475000,11.040000,11.050000,10.770633,39114800
2019-11-08,10.877500,11.197500,10.737500,10.952500,10.675598,42558800
2019-11-11,10.875000,11.370000,10.810000,11.255000,10.970451,44655600
2019-11-12,11.300000,11.365000,10.767500,10.850000,10.575691,65437200
2019-11-13,10.715000,10.720000,10.425000,10.625000,10.356379,91291200
2019-11-14,10.675000,11.115000,10.642500,11.062500,10.782818,72272400
2019-11-18,11.250000,11.297500,10.942500,11.245000,10.960704,110621200
2019-11-19,11.245000,11.312500,10.882500,11.130000,10.848612,59731600
2019-11-21,11.222500,11.272500,11.062500,11.250000,10.965577,42849600
2019-11-22,11.175000,11.422500,11.140000,11.372500,11.084981,47984000
2019-11-25,11.375000,11.377500,11.075000,11.075000,10.795000,36308000
2019-11-26,11.050000,11.072500,10.627500,10.760000,10.487966,71944400
2019-11-27,10.862500,11.400000,10.800000,11.400000,11.111784,65134000
2019-11-28,11.332500,11.512500,11.207500,11.400000,11.111784,48190000
2019-11-29,11.450000,11.477500,11.257500,11.257500,10.972887,45510400
2019-12-02,11.362500,11.412500,11.130000,11.230000,10.946082,39413200
2019-12-03,11.297500,11.302500,11.000000,11.147500,10.865668,34445600
2019-12-04,11.175000,11.437500,11.000000,11.017500,10.738955,58363600
2019-12-05,11.070000,11.297500,11.017500,11.222500,10.938772,39038400
2019-12-06,11.255000,11.397500,11.200000,11.350000,11.063049,30212800
2019-12-09,11.350000,11.625000,11.330000,11.462500,11.172705,51046000
2019-12-10,11.485000,11.650000,11.325000,11.650000,11.355463,33751600
2019-12-11,11.720000,11.975000,11.662500,11.895000,11.594271,45071600
2019-12-12,11.990000,12.092500,11.882500,11.957500,11.655191,36261600
2019-12-13,12.075000,12.415000,12.000000,12.267500,11.957353,54632800
2019-12-16,12.372500,12.470000,12.165000,12.325000,12.013399,42746000
2019-12-17,12.347500,12.347500,11.807500,11.970000,11.667376,48477200
2019-12-18,12.037500,12.250000,11.915000,12.132500,11.825765,41210000
2019-12-19,12.132500,12.182500,11.975000,12.155000,11.847696,30079600
2019-12-20,12.155000,12.257500,11.990000,12.147500,11.840385,36742800
2019-12-23,12.150000,12.312500,12.100000,12.185000,11.876939,26009200
2019-12-26,12.200000,12.275000,12.157500,12.272500,11.962225,19397200
2019-12-27,12.287500,12.352500,12.037500,12.182500,11.874501,23699600
2019-12-30,12.200000,12.247500,11.877500,11.925000,11.623511,32350400
2020-01-02,12.075000,12.332500,11.927500,12.332500,12.029736,29600800
2020-01-03,12.125000,12.332500,12.075000,12.222500,11.922435,26737600
2020-01-06,12.100000,12.327500,11.950000,12.232500,11.932189,27359200
2020-01-07,12.235000,12.300000,12.125000,12.197500,11.898048,26818800
2020-01-08,12.155000,12.587500,12.125000,12.572500,12.263844,40007200
2020-01-09,12.625000,13.057500,12.605000,13.020000,12.700356,44120000
2020-01-10,13.022500,13.262500,12.762500,12.950000,12.632075,37484400
2020-01-13,13.050000,13.557500,13.037500,13.557500,13.224661,34307200
2020-01-14,13.500000,13.762500,13.400000,13.500000,13.168572,33180800
2020-01-15,13.420000,13.590000,13.300000,13.415000,13.085658,36965600
2020-01-16,13.550000,13.680000,13.075000,13.365000,13.036886,33515200
2020-01-17,13.450000,13.607500,13.275000,13.587500,13.253923,24184000
2020-01-20,13.530000,14.000000,13.512500,14.000000,13.656297,29623600
2020-01-21,13.930000,14.185000,13.902500,13.977500,13.634350,32257200
2020-01-22,14.127500,14.275000,13.707500,13.922500,13.580699,36062400
2020-01-23,13.920000,14.180000,13.732500,14.145000,13.797738,32739600
2020-01-24,14.192500,14.262500,14.000000,14.037500,13.692877,30074800
2020-01-27,13.762500,13.825000,13.437500,13.450000,13.119801,30095200
2020-01-28,13.502500,14.247500,13.502500,14.247500,13.897722,41425600
2020-01-29,14.377500,14.522500,14.162500,14.322500,13.970881,39798000
2020-01-30,14.092500,14.175000,13.755000,14.125000,13.778228,44303600
2020-01-31,13.910000,14.287500,13.800000,13.950000,13.607525,38781200
2020-02-03,14.120000,14.237500,13.915000,14.132500,13.785544,24566000
2020-02-04,14.400000,14.667500,14.282500,14.415000,14.061109,32872800
2020-02-05,14.625000,14.710000,14.257500,14.325000,13.973318,34484400
2020-02-06,14.500000,14.537500,13.950000,13.957500,13.614841,41164000
2020-02-07,13.925000,13.982500,13.375000,13.557500,13.224661,39083200
2020-02-10,13.500000,13.882500,12.885000,13.095000,12.773516,51324800
2020-02-11,13.300000,13.700000,12.932500,13.567500,13.234415,37954800
2020-02-12,13.632500,14.137500,13.562500,13.985000,13.641665,42104000
2020-02-13,13.730000,14.325000,13.525000,14.262500,13.912352,54978400
2020-02-14,14.400000,14.490000,14.000000,14.082500,13.736773,36680000
2020-02-17,14.500000,14.980000,14.287500,14.712500,14.351304,73775200
2020-02-18,14.562500,14.775000,14.375000,14.555000,14.197673,38234000
2020-02-19,14.587500,14.725000,14.402500,14.465000,14.109880,36514000
2020-02-20,14.482500,14.532500,13.957500,14.135000,13.787984,44558000
2020-02-21,13.912500,14.455000,13.850000,14.112500,13.766036,38342000
2020-02-26,null,null,null,null,null,null
2020-02-27,13.000000,13.350000,12.505000,12.562500,12.254088,58818800
2020-02-28,12.250000,12.630000,11.805000,12.630000,12.319930,78799200
2020-03-02,12.675000,13.360000,12.455000,13.137500,12.814973,64611600
2020-03-03,13.170000,13.700000,12.917500,13.212500,12.888129,58392000
2020-03-04,13.600000,13.615000,12.967500,13.112500,12.790586,45342400
2020-03-05,13.000000,13.000000,11.650000,11.947500,11.654186,84786000
2020-03-06,11.032500,11.602500,10.762500,11.332500,11.054286,113371200
2020-03-09,9.755000,10.590000,9.695000,10.090000,9.842289,97178400
2020-03-10,11.250000,11.752500,10.570000,11.747500,11.459097,82114000
2020-03-11,11.250000,11.692500,9.975000,10.770000,10.505595,80331600
2020-03-12,9.000000,9.707500,7.642500,8.500000,8.291325,70036800
2020-03-13,10.625000,10.690000,8.552500,10.500000,10.242223,120562800
2020-03-16,8.750000,9.977500,8.517500,8.517500,8.308394,92384800
2020-03-17,9.030000,9.420000,8.212500,8.892500,8.674188,108219600
2020-03-18,8.005000,8.405000,6.617500,7.202500,7.025677,121748400
2020-03-19,6.875000,7.842500,6.250000,7.637500,7.449997,112723200
2020-03-20,8.200000,9.017500,7.662500,7.662500,7.474384,113467200
2020-03-23,8.125000,8.232500,7.390000,7.552500,7.367084,85826000
2020-03-24,8.430000,9.447500,8.430000,9.170000,8.944876,82749200
2020-03-25,9.225000,10.837500,9.180000,10.000000,9.754498,125173600
2020-03-26,10.160000,11.100000,10.065000,10.280000,10.027623,91541200
2020-03-27,9.672500,10.185000,9.412500,9.750000,9.510635,68294000
2020-03-30,10.250000,10.505000,9.950000,10.400000,10.144677,75768800
2020-03-31,10.620000,10.800000,9.702500,9.747500,9.508198,97161600
2020-04-01,9.350000,9.782500,9.017500,9.370000,9.139964,73661200
2020-04-02,9.555000,9.675000,8.777500,8.972500,8.752222,82290000
2020-04-03,8.835000,8.912500,8.332500,8.885000,8.666872,65810400
2020-04-06,9.600000,9.845000,9.305000,9.550000,9.315545,65006000
2020-04-07,10.360000,10.650000,10.022500,10.022500,9.776445,78595200
2020-04-08,10.067500,10.550000,9.860000,10.490000,10.232468,63285200
2020-04-09,10.705000,10.925000,10.315000,10.412500,10.156871,51879600
2020-04-13,10.272500,10.525000,10.167500,10.477500,10.220275,33824400
2020-04-14,10.725000,10.850000,10.585000,10.725000,10.644060,45244400
2020-04-15,10.525000,11.080000,10.375000,10.962500,10.879767,54122400
2020-04-16,11.162500,11.500000,11.050000,11.392500,11.306523,58323600
2020-04-17,11.670000,11.722500,10.975000,11.147500,11.063373,48467600
2020-04-20,10.930000,12.137500,10.812500,12.120000,12.028532,79855600
2020-04-22,12.375000,13.045000,12.275000,12.637500,12.542127,89495600
2020-04-23,12.965000,13.125000,12.145000,12.367500,12.274166,70189600
2020-04-24,12.097500,12.287500,10.670000,11.845000,11.755608,105959200
2020-04-27,12.307500,12.500000,12.000000,12.375000,12.281609,70010000
2020-04-28,12.750000,12.950000,12.537500,12.950000,12.852269,57947200
2020-04-29,13.150000,13.222500,12.537500,12.655000,12.559495,67120400
2020-04-30,12.465000,12.887500,12.277500,12.425000,12.331232,46767600
2020-05-04,12.000000,12.920000,11.827500,12.860000,12.762948,52352400
2020-05-05,13.037500,13.200000,12.537500,12.550000,12.455289,51550000
2020-05-06,13.055000,14.020000,13.005000,13.787500,13.683449,119365600
2020-05-07,14.125000,14.550000,13.347500,14.197500,14.090355,92667200
2020-05-08,14.480000,14.480000,13.687500,13.885000,13.780212,55510000
2020-05-11,13.860000,14.137500,13.640000,13.737500,13.633826,33804400
2020-05-12,13.875000,14.250000,13.515000,13.700000,13.596609,41039200
2020-05-13,13.900000,13.985000,13.607500,13.775000,13.671042,49301600
2020-05-14,13.700000,13.927500,13.450000,13.875000,13.770288,53548400
2020-05-15,13.750000,14.062500,13.575000,13.782500,13.678487,35094400
2020-05-18,14.122500,14.172500,13.775000,13.937500,13.832315,41557600
2020-05-19,13.985000,14.812500,13.925000,14.645000,14.534478,59695200
2020-05-20,14.750000,14.875000,14.220000,14.225000,14.117648,48444800
2020-05-21,14.400000,14.775000,14.270000,14.572500,14.462524,42508800
2020-05-22,14.472500,14.825000,14.287500,14.412500,14.303732,44447200
2020-05-25,14.800000,15.250000,14.720000,15.100000,14.986044,43730800
2020-05-26,15.800000,17.032499,15.787500,16.120001,15.998344,102394400
2020-05-27,16.715000,16.942499,16.187500,16.840000,16.712912,56759600
2020-05-28,16.812500,16.885000,16.125000,16.312500,16.189392,54626400
2020-05-29,16.325001,16.422501,16.000000,16.087500,15.966091,67383200
2020-06-01,16.000000,16.165001,15.687500,15.925000,15.804817,35303200
2020-06-02,16.152500,16.245001,15.352500,15.450000,15.333402,74715200
2020-06-03,15.720000,15.870000,15.045000,15.595000,15.477308,78665200
2020-06-04,15.407500,15.537500,15.002500,15.122500,15.008373,51507200
2020-06-05,15.500000,15.522500,14.630000,14.862500,14.750336,77709600
2020-06-08,15.002500,15.820000,14.825000,15.595000,15.477308,82881200
2020-06-09,15.295000,15.922500,15.225000,15.595000,15.477308,45904400
2020-06-10,15.750000,16.264999,15.285000,16.150000,16.028120,79470000
2020-06-12,15.705000,16.250000,15.627500,15.987500,15.866845,68664400
2020-06-15,15.710000,16.462500,15.555000,16.462500,16.338261,58888800
2020-06-16,16.650000,16.867500,16.150000,16.500000,16.375477,62454000
2020-06-17,16.602501,17.165001,16.482500,16.797501,16.670732,77367600
2020-06-18,16.795000,17.730000,16.480000,17.424999,17.293497,78088800
2020-06-19,17.745001,17.934999,17.605000,17.850000,17.715288,80286000
2020-06-22,17.905001,18.084999,17.547501,17.725000,17.591234,37437600
2020-06-23,17.889999,18.022499,17.562500,17.562500,17.429958,29634800
2020-06-24,17.549999,17.895000,17.049999,17.450001,17.318308,42778400
2020-06-25,17.477501,17.674999,17.184999,17.422501,17.291016,31712800
2020-06-26,17.372499,17.727501,17.162500,17.337500,17.206657,32971600
2020-06-29,17.542500,17.602501,17.087500,17.602501,17.469658,33142400
2020-06-30,17.457500,18.225000,17.410000,17.912500,17.777317,51539200
2020-07-01,17.995001,18.125000,17.725000,18.075001,17.938593,35457200
2020-07-02,18.187500,18.312500,17.525000,17.525000,17.392744,43729600
2020-07-03,17.549999,18.012501,17.325001,18.000000,17.864159,28379600
2020-07-06,18.202499,18.295000,17.900000,17.997499,17.861677,32636000
2020-07-07,17.975000,18.697500,17.767500,18.680000,18.539028,49730000
2020-07-08,18.812500,19.174999,18.705000,19.174999,19.030289,46795200
2020-07-09,19.250000,19.895000,19.059999,19.850000,19.700195,46587600
2020-07-10,19.822500,20.250000,19.737499,20.045000,19.893724,51957600
2020-07-13,20.152500,20.549999,20.052500,20.125000,19.973122,44514000
2020-07-14,20.187500,20.587500,19.860001,20.125000,19.973122,56813600
2020-07-15,20.325001,20.475000,20.217501,20.375000,20.221233,51096800
2020-07-16,20.275000,20.450001,19.785000,20.045000,19.893724,44875200
2020-07-17,20.125000,20.555000,20.120001,20.500000,20.345291,44042000
2020-07-20,20.590000,21.790001,20.527500,21.750000,21.585857,43484800
2020-07-21,22.177500,22.375000,20.930000,21.075001,20.915953,61190000
2020-07-22,21.000000,21.514999,20.540001,21.162500,21.002792,43252000
2020-07-23,21.270000,21.350000,19.625000,20.100000,19.948309,50919600
2020-07-24,19.969999,19.975000,19.302500,19.917500,19.767187,54494800
2020-07-27,20.162500,20.487499,19.625000,19.837500,19.687790,40832000
2020-07-28,19.830000,20.275000,19.629999,20.100000,19.948309,29989600
2020-07-29,20.242500,20.355000,19.879999,20.052500,19.901167,25400400
2020-07-30,19.799999,20.862499,19.767500,20.822500,20.665358,46058400
2020-07-31,21.049999,21.187500,20.000000,20.177500,20.047892,45544000
2020-08-03,20.302500,20.700001,19.940001,20.642500,20.606079,37955600
2020-08-04,20.362499,20.799999,20.205000,20.625000,20.588612,31522800
2020-08-05,20.825001,21.107500,20.725000,20.750000,20.713390,30304000
2020-08-06,21.000000,21.547501,20.875000,21.477501,21.439608,44079200
2020-08-07,21.299999,21.875000,21.084999,21.412500,21.374723,46478800
2020-08-10,21.545000,21.575001,20.280001,20.482500,20.446363,61277600
2020-08-11,20.674999,20.747499,20.057501,20.247499,20.211777,42669200
2020-08-12,20.327499,20.532499,19.799999,20.014999,19.979687,44144400
2020-08-13,20.150000,21.000000,19.865000,20.112499,20.077015,63304000
2020-08-14,20.152500,20.607500,20.049999,20.440001,20.403938,42638800
2020-08-17,20.625000,20.867500,19.847500,20.412500,20.376488,58920800
2020-08-18,21.375000,22.450001,21.002501,22.375000,22.335524,127926000
2020-08-19,22.252501,22.557501,22.055000,22.424999,22.385435,54724800
2020-08-20,22.040001,22.067499,21.537500,21.837500,21.798971,54761600
2020-08-21,21.740000,22.174999,21.600000,21.837500,21.798971,33020400
2020-08-24,22.045000,22.270000,21.652500,21.770000,21.731592,31364400
2020-08-25,21.975000,22.177500,21.852501,22.000000,21.961184,29602400
2020-08-26,22.027500,22.875000,21.990000,22.537500,22.497736,69261200
2020-08-27,22.605000,23.030001,22.605000,22.995001,22.954430,49194000
2020-08-28,23.125000,23.645000,22.975000,23.645000,23.603283,39536800
2020-08-31,23.627501,23.629999,23.090000,23.305000,23.263884,44806400
2020-09-01,23.549999,24.062500,23.417500,23.832500,23.790453,35228400
2020-09-02,23.975000,24.105000,23.250000,23.377501,23.336256,40830800
2020-09-03,23.452499,23.575001,21.799999,22.125000,22.085964,85120800
2020-09-04,22.362499,22.610001,20.867500,22.192499,22.153343,90277600
2020-09-08,21.762501,22.377501,21.375000,21.922501,21.883823,45290400
2020-09-09,22.257500,22.857500,22.257500,22.799999,22.759771,45762800
2020-09-10,22.844999,23.422501,21.750000,22.062500,22.023575,65936400
2020-09-11,22.340000,22.600000,21.780001,21.892500,21.853874,48137600
2020-09-14,22.299999,22.967501,22.250000,22.575001,22.535172,49884800
2020-09-15,22.852501,23.110001,22.270000,22.395000,22.355488,45557200
2020-09-16,22.455000,22.725000,22.157499,22.292500,22.253168,36979600
2020-09-17,22.147499,22.325001,21.665001,21.775000,21.736582,49546800
2020-09-18,21.900000,22.387501,21.510000,21.790001,21.751556,60468400
2020-09-21,21.307501,22.287500,21.082500,22.174999,22.135876,60979200
2020-09-22,22.400000,22.545000,21.875000,22.372499,22.333027,52746800
2020-09-23,22.372499,22.492500,21.552500,21.620001,21.581858,43341200
2020-09-24,21.725000,22.447500,21.424999,22.325001,22.285612,48450000
2020-09-25,22.102501,22.775000,21.875000,22.657499,22.617525,43119200
2020-09-28,22.900000,23.070000,21.754999,21.867500,21.828920,63056000
2020-09-29,21.885000,22.212500,21.639999,21.870001,21.831415,38303600
2020-09-30,22.027500,22.475000,21.809999,22.299999,22.260654,46979200
2020-10-01,22.334999,22.975000,22.302500,22.975000,22.934465,45613200
2020-10-02,22.762501,22.945000,21.900000,22.012501,21.973665,59527200
2020-10-05,22.245001,22.674999,22.065001,22.535000,22.495241,48107600
2020-10-06,22.750000,22.799999,22.215000,22.325001,22.285612,42778000
2020-10-07,22.424999,22.692499,22.225000,22.235001,22.195770,41633600
2020-10-08,22.450001,23.000000,22.275000,22.967501,22.926979,46569200
2020-10-09,22.975000,24.537500,22.900000,24.537500,24.494207,92367600
2020-10-13,24.882500,26.100000,24.875000,26.000000,25.954128,94711200
2020-10-14,26.500000,27.250000,25.040001,25.680000,25.634693,83598100
2020-10-15,25.020000,26.070000,25.000000,25.510000,25.464993,34750000
2020-10-16,25.760000,26.049999,25.160000,25.799999,25.754480,32673100
2020-10-19,26.110001,26.299999,25.350000,25.690001,25.644674,36433600
2020-10-20,25.799999,26.139999,25.650000,26.040001,25.994057,27788700
2020-10-21,26.000000,26.799999,25.959999,26.219999,26.173738,35433800
2020-10-22,26.350000,26.400000,26.000000,26.100000,26.053953,23097100
2020-10-23,26.100000,26.209999,25.650000,25.920000,25.874269,23943900
2020-10-26,25.799999,26.100000,25.110001,25.469999,25.425062,25781400
2020-10-27,25.530001,25.750000,25.120001,25.450001,25.405100,20697400
2020-10-28,24.799999,25.240000,24.400000,24.629999,24.586544,36016800
2020-10-29,24.400000,25.580000,23.879999,25.360001,25.315258,37853300
2020-10-30,25.150000,25.299999,24.160000,24.629999,24.586544,31118300
2020-11-03,25.280001,25.389999,24.750000,24.990000,24.945910,25250200
2020-11-04,25.400000,26.629999,25.370001,26.190001,26.143793,51188300
2020-11-05,26.879999,27.700001,26.740000,27.450001,27.401571,46382700
2020-11-06,27.000000,27.360001,26.510000,27.330000,27.281780,33294500
2020-11-09,28.150000,28.309999,26.350000,26.450001,26.403336,71761700
2020-11-10,26.010000,27.120001,25.180000,25.219999,25.175503,79060600
2020-11-11,25.400000,26.209999,25.280001,25.580000,25.534868,51171300
2020-11-12,25.530001,25.950001,24.910000,25.480000,25.435045,33819000
2020-11-13,25.760000,25.780001,24.860001,25.100000,25.055717,35563800
2020-11-16,25.299999,25.389999,24.270000,24.850000,24.806158,41356200
2020-11-17,24.750000,25.270000,24.530001,24.730000,24.686367,31907900
2020-11-18,24.700001,24.730000,24.070000,24.540001,24.496704,31523100
2020-11-19,24.530001,24.719999,23.820000,24.639999,24.596525,50040100
2020-11-23,24.299999,24.370001,23.219999,23.420000,23.378679,59639700
2020-11-24,23.370001,23.969999,22.900000,23.700001,23.658186,57465100
2020-11-25,23.670000,24.309999,23.520000,24.000000,23.957657,38914800
2020-11-26,23.900000,24.299999,23.820000,24.250000,24.207216,23108700
2020-11-27,24.320000,24.549999,23.920000,24.190001,24.147322,36125600
2020-11-30,24.200001,24.690001,23.219999,23.379999,23.338749,67110300
2020-12-01,23.650000,23.770000,22.600000,22.879999,22.839632,49280200
2020-12-02,22.879999,23.170000,22.750000,23.049999,23.009331,25575700
2020-12-03,23.080000,23.600000,22.930000,23.299999,23.258890,33183700
2020-12-04,23.420000,23.850000,23.170000,23.660000,23.618258,22737900
2020-12-07,23.660000,24.270000,23.430000,23.799999,23.758007,24571500
2020-12-08,23.730000,24.950001,23.610001,24.950001,24.905981,42095700
2020-12-09,24.950001,25.059999,23.809999,23.980000,23.937691,41174000
2020-12-10,24.100000,24.160000,23.170000,23.400000,23.358713,33674300
2020-12-11,23.090000,23.530001,22.719999,22.990000,22.949438,38144400
2020-12-14,23.000000,24.219999,22.870001,24.049999,24.007568,43300500
2020-12-15,24.049999,24.820000,23.639999,24.610001,24.566582,39496800
2020-12-16,24.500000,24.969999,24.170000,24.959999,24.915962,41309900
2020-12-17,24.860001,25.110001,24.360001,24.540001,24.496704,23427200
2020-12-18,24.480000,24.629999,24.100000,24.520000,24.476740,31019400
2020-12-21,23.930000,25.379999,23.610001,25.000000,24.955893,52188800
2020-12-22,25.290001,25.420000,24.850000,25.160000,25.115610,25236200
2020-12-23,25.250000,25.629999,24.969999,24.969999,24.925945,20558600
2020-12-28,24.780001,25.330000,24.400000,25.250000,25.205452,23099100
2020-12-29,25.230000,25.559999,25.020000,25.280001,25.235399,17789700
2020-12-30,25.370001,25.660000,24.950001,24.950001,24.931921,19188700
2021-01-04,25.260000,25.580000,24.870001,25.200001,25.181740,25706100
2021-01-05,25.100000,25.180000,24.340000,24.760000,24.742058,25431900
2021-01-06,24.650000,24.660000,23.420000,23.459999,23.442999,51799000
2021-01-07,23.639999,23.850000,22.950001,23.160000,23.143217,42146600
2021-01-08,23.190001,24.299999,23.020000,23.840000,23.822723,43988100
2021-01-11,23.500000,23.850000,23.330000,23.490000,23.472977,26648100
2021-01-12,23.600000,24.320000,23.250000,24.200001,24.182465,35040100
2021-01-13,24.200001,24.200001,23.549999,24.020000,24.002594,25610200
2021-01-14,24.150000,24.160000,23.500000,23.730000,23.712803,25548400
2021-01-15,23.730000,24.110001,23.350000,23.959999,23.942636,32761100
2021-01-18,24.049999,24.650000,23.910000,24.450001,24.432283,24257200
2021-01-19,24.540001,24.950001,23.820000,24.080000,24.062550,21025600
2021-01-20,24.180000,25.530001,24.120001,25.420000,25.401579,48089300
2021-01-21,25.400000,25.650000,24.850000,25.490000,25.471527,33038900
2021-01-22,25.129999,26.299999,25.100000,25.990000,25.971165,43004200
2021-01-26,26.250000,27.070000,25.670000,25.750000,25.731340,44474300
2021-01-27,25.719999,26.389999,25.350000,25.790001,25.771311,44942000
2021-01-28,25.870001,26.500000,25.389999,26.190001,26.171021,32819900
2021-01-29,25.740000,26.080000,25.030001,25.270000,25.251688,36141300
2021-02-01,25.680000,25.740000,24.750000,24.930000,24.911934,29267700
2021-02-02,25.299999,25.730000,25.200001,25.299999,25.281666,27563200
2021-02-03,25.440001,25.770000,25.040001,25.650000,25.631413,20963300
2021-02-04,25.639999,26.200001,25.160000,25.309999,25.291658,19706400
2021-02-05,25.379999,26.090000,25.379999,25.850000,25.831268,24918700
2021-02-08,25.850000,26.400000,25.520000,26.160000,26.141043,25773300
2021-02-09,26.160000,26.450001,25.900000,26.240000,26.220984,19348100
2021-02-10,26.100000,26.120001,25.110001,25.299999,25.281666,40037100
2021-02-11,25.299999,25.950001,25.299999,25.650000,25.631413,20569900
2021-02-12,25.520000,25.980000,25.350000,25.910000,25.891224,15132400
2021-02-17,null,null,null,null,null,null
2021-02-18,25.500000,25.590000,24.799999,25.040001,25.021854,22577800
2021-02-19,24.920000,25.389999,24.190001,24.940001,24.921926,38672200
2021-02-22,24.230000,24.520000,23.660000,24.250000,24.232428,41412400
2021-02-23,24.299999,25.080000,23.850000,24.860001,24.841986,43889700
2021-02-24,24.930000,25.100000,24.200001,24.639999,24.622143,37411000
2021-02-25,24.590000,25.020000,23.809999,24.049999,24.032572,57969900
2021-02-26,24.080000,24.959999,23.980000,24.180000,24.162477,45690100
2021-03-01,24.559999,25.000000,24.170000,24.549999,24.532209,22131200
2021-03-02,24.290001,24.600000,23.590000,24.270000,24.252413,35351400
2021-03-03,24.530001,25.280001,23.500000,25.120001,25.101797,47195300
2021-03-04,25.110001,25.700001,24.879999,25.440001,25.421564,40538300
2021-03-05,25.190001,25.340000,24.559999,25.129999,25.111788,45992500
2021-03-08,24.690001,24.770000,23.100000,23.100000,23.083260,82907400
2021-03-09,23.549999,23.969999,23.309999,23.389999,23.373049,73816700
2021-03-10,23.750000,25.090000,23.469999,24.900000,24.881956,41874800
2021-03-11,25.070000,25.080000,24.459999,24.799999,24.782028,30648100
2021-03-12,24.600000,24.900000,24.270000,24.570000,24.552195,24567300
2021-03-15,24.350000,24.760000,23.549999,23.719999,23.702810,77116200
2021-03-16,23.820000,24.389999,23.600000,24.150000,24.132500,38217700
2021-03-17,23.860001,24.049999,23.410000,23.940001,23.922651,37571800
2021-03-18,23.760000,23.850000,22.070000,22.280001,22.263855,54327100
2021-03-19,22.480000,22.650000,22.030001,22.290001,22.273848,63771900
2021-03-22,22.400000,22.730000,21.450001,21.910000,21.894123,46283500
